0.0, 00000000,0
3.0, 00000000,0
9.0, 00000000,0
10.0, 00000000,0
10.0, 00000000,0
11.0, 00000000,0
12.0, 00000000,0
12.0, 00000000,0
18.0, 00000000,0
25.0, 00000000,0
25.0, 00000000,0
26.0, 00000000,0
27.0, 00000000,0
28.0, 00000000,0
28.0, 00000000,0
29.0, 00000000,0
29.0, 00000000,0
30.0, 00000000,0
31.0, 00000000,0
31.0, 00000000,0
32.0, 00000000,0
32.0, 00000000,0
33.0, 00000000,0
33.0, 00000000,0
34.0, 00000000,0
34.0, 00000000,0
36.0, 00000000,0
36.0, 00000000,0
37.0, 00000000,0
42.0, 00000000,0
43.0, 00000000,0
44.0, 00000000,0
45.0, 00000000,0
45.0, 00000000,0
46.0, 00000000,0
46.0, 00000000,0
47.0, 00000000,0
48.0, 00000000,0
48.0, 00000000,0
49.0, 00000000,0
49.0, 00000000,0
50.0, 00000000,0
51.0, 00000000,0
51.0, 00000000,0
52.0, 00000000,0
52.0, 00000000,1
53.0, 00000000,1
54.0, 00000000,1
56.0, 00000000,1
56.0, 00000000,1
57.0, 00000000,1
57.0, 00000000,1
58.0, 00000000,1
59.0, 00000000,1
59.0, 00000000,1
60.0, 00000000,1
60.0, 00000000,1
61.0, 00000000,1
62.0, 00000000,1
62.0, 00000000,1
63.0, 00000000,1
68.0, 00000000,1
68.0, 00000000,1
69.0, 00000000,1
71.0, 00000000,1
71.0, 00000000,1
72.0, 00000000,1
75.0, 00000000,1
76.0, 00000000,1
77.0, 00000000,1
77.0, 00000000,1
78.0, 00000000,1
78.0, 00000000,1
79.0, 00000000,1
80.0, 00000000,1
80.0, 00000000,1
81.0, 00000000,1
81.0, 00000000,1
82.0, 00000000,1
82.0, 00000000,1
83.0, 00000000,1
84.0, 00000000,1
84.0, 00000000,1
85.0, 00000000,2
86.0, 00000000,2
86.0, 00000000,2
87.0, 00000000,2
88.0, 00000000,2
88.0, 00000000,2
89.0, 00000000,2
90.0, 00000000,2
91.0, 00000000,2
91.0, 00000000,2
92.0, 00000000,2
93.0, 00000000,2
93.0, 00000000,2
94.0, 00000000,2
94.0, 00000000,2
95.0, 00000000,2
95.0, 00000000,2
96.0, 00000000,2
97.0, 00000000,2
97.0, 00000000,2
98.0, 00000000,2
98.0, 00000000,2
99.0, 00000000,2
99.0, 00000000,2
100.0, 00000000,2
101.0, 00000000,2
101.0, 00000000,2
102.0, 00000000,2
102.0, 00000000,2
103.0, 00000000,2
103.0, 00000000,2
104.0, 00000000,2
105.0, 00000000,2
106.0, 00000000,2
106.0, 00000000,2
110.0, 00000000,2
110.0, 00000000,2
111.0, 00000000,2
112.0, 00000000,2
112.0, 00000000,2
113.0, 00000000,2
113.0, 00000000,2
114.0, 00000000,2
114.0, 00000000,2
115.0, 00000000,2
118.0, 00000000,2
118.0, 00000000,2
119.0, 00000000,2
119.0, 00000000,2
120.0, 00000000,3
121.0, 00000000,3
122.0, 00000000,3
122.0, 00000000,3
123.0, 00000000,3
123.0, 00000000,3
125.0, 00000000,3
126.0, 00000000,3
126.0, 00000000,3
127.0, 00000000,3
128.0, 00000000,3
128.0, 00000000,3
129.0, 00000000,3
129.0, 00000000,3
130.0, 00000000,3
130.0, 00000000,3
131.0, 00000000,3
132.0, 00000000,3
132.0, 00000000,3
133.0, 00000000,3
133.0, 00000000,3
134.0, 00000000,3
134.0, 00000000,3
135.0, 00000000,3
136.0, 00000000,3
136.0, 00000000,3
137.0, 00000000,3
137.0, 00000000,3
138.0, 00000000,3
138.0, 00000000,3
140.0, 00000000,3
141.0, 00000000,3
144.0, 00000000,3
146.0, 00000000,3
146.0, 00000000,3
147.0, 00000000,3
148.0, 00000000,3
148.0, 00000000,3
149.0, 00000000,3
149.0, 00000000,3
150.0, 00000000,3
150.0, 00000000,3
151.0, 00000000,3
151.0, 00000000,3
152.0, 00000000,3
153.0, 00000000,3
153.0, 00000000,3
154.0, 00000000,3
154.0, 00000000,3
155.0, 00000000,3
156.0, 00000000,4
157.0, 00000000,4
157.0, 00000000,4
158.0, 00000000,4
160.0, 00000000,4
160.0, 00000000,4
161.0, 00000000,4
161.0, 00000000,4
162.0, 00000000,4
163.0, 00000000,4
163.0, 00000000,4
164.0, 00000000,4
164.0, 00000000,4
