0.0, 00000000,0
1.0, 00000000,0
2.0, 00000000,0
2.0, 00000000,0
3.0, 00000000,0
5.0, 00000000,0
5.0, 00000000,0
6.0, 00000000,0
6.0, 00000000,0
7.0, 00000000,0
7.0, 00000000,0
15.0, 00000000,0
16.0, 00000000,0
17.0, 00000000,0
17.0, 00000000,0
18.0, 00000000,0
18.0, 00000000,0
20.0, 00000000,0
20.0, 00000000,0
21.0, 00000000,0
21.0, 00000000,0
22.0, 00000000,0
26.0, 00000000,0
26.0, 00000000,0
27.0, 00000000,0
28.0, 00000000,0
28.0, 00000000,0
29.0, 00000000,0
29.0, 00000000,0
30.0, 00000000,0
31.0, 00000000,0
31.0, 00000000,0
32.0, 00000000,0
32.0, 00000000,0
34.0, 00000000,0
34.0, 00000000,0
35.0, 00000000,0
35.0, 00000000,0
36.0, 00000000,0
36.0, 00000000,0
37.0, 00000000,0
37.0, 00000000,0
38.0, 00000000,0
43.0, 00000000,0
43.0, 00000000,0
44.0, 00000000,0
44.0, 00000000,0
45.0, 00000000,0
46.0, 00000000,0
46.0, 00000000,0
47.0, 00000000,0
47.0, 00000000,0
48.0, 00000000,0
51.0, 00000000,0
51.0, 00000000,0
52.0, 00000000,0
52.0, 00000000,0
53.0, 00000000,0
53.0, 00000000,0
54.0, 00000000,0
55.0, 00000000,0
56.0, 00000000,0
56.0, 00000000,0
58.0, 00000000,0
64.0, 00000000,0
65.0, 00000000,0
65.0, 00000000,0
66.0, 00000000,0
66.0, 00000000,0
67.0, 00000000,0
68.0, 00000000,0
68.0, 00000000,0
69.0, 00000000,0
69.0, 00000000,0
70.0, 00000000,0
70.0, 00000000,0
71.0, 00000000,0
71.0, 00000000,0
72.0, 00000000,0
72.0, 00000000,0
78.0, 00000000,0
79.0, 00000000,0
80.0, 00000000,0
80.0, 00000000,0
81.0, 00000000,0
81.0, 00000000,0
82.0, 00000000,0
82.0, 00000000,0
83.0, 00000000,0
83.0, 00000000,0
84.0, 00000000,0
85.0, 00000000,0
85.0, 00000000,0
86.0, 00000000,0
86.0, 00000000,0
87.0, 00000000,0
87.0, 00000000,0
88.0, 00000000,0
89.0, 00000000,0
90.0, 00000000,0
90.0, 00000000,0
91.0, 00000000,0
94.0, 00000000,0
96.0, 00000000,0
97.0, 00000000,0
99.0, 00000000,0
99.0, 00000000,0
100.0, 00000000,0
100.0, 00000000,0
